id,name,cas_no,synonyms_iupac
MRB504,MirabegronImpurityIV,1154949-80-0,"2-Phenylethanamine,N-(4-nitrophenethyl);[2-(4-Nitrophenyl)ethyl](2-phenylethyl)amine Montelukast"
MNK100,Montelukast/MontelukastSodium,158966-92-8,/151767-02-1 (R-(E))-1-(((1-(3-(2-(7-Chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1- methylethyl)phenyl)propyl)thio)methyl)cyclopropaneaceticacid
MNK202,MontelukastEPImpurityB,918972-54-0,Montelukast USP RelatedCompoundF;MontelukastMethylstyrene;AnhydroMontelukast
MNK203,MontelukastEPImpurityC,909849-96-3,
MNK401,Montelukast USP RelatedCompoundA;Montelukast Sulfoxide,959235-68-8,Montelukast(3RS)-HydroxyPropanol
MNK402,MNK401 959235-68-8 Montelukast(3RS)-HydroxyPropanol,2125943-58-8,MontelukastEPImpurityD/E
MNK403,MNK402 2125943-58-8 MontelukastEPImpurityD/E,184764-13-4,MontelukastKSM-IKetoimpurity Moxifloxacin
MXF100,MoxifloxacinHCl,186826-86-8,"1-Cyclopropyl-6-fluoro-8-methoxy-7-[(4aS,7aS)-octahydro-6H-pyrrolo[3,4-b]pyridin-6-yl]-4-oxo-1,4- dihydroquinoline-3-carboxylic acid hydrochloride"
MXF201,MoxifloxacinEPImpurityA,151213-15-9,MoxifloxacinUSPRC A;8-Desmethoxy-8-Fluoro Moxifloxacin; MoxifloxacinDifluoro Analog; MycophenolateMofetil Page51 MycophenolateMofetil
MCP100,6-[(7-Hydroxy-5-methoxy-4-methyl-1-oxo-3H-isobenzofuran-6-yl)]-4-methyl-hex-4-enoic acid 2-,128794-94-5,"morpholinoethyl ester ; 2-(Morpholin-4-yl)ethyl (4E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3- dihydroisobenzofuran-5-yl)-4-methylhex-4-enoate"
MCP205,MycophenolateMofetilEPImpurityE,31858-66-9,MycophenolicAcidMethylEster
MCP206,MycophenolateMofetilEPImpurityF,24280-93-1,MycophenolicAcid Nabumetone
NBM201,NabumetoneEPImpurityA,343272-52-6,3-(6-methoxynaphthalen-2-yl)-5-methylcyclohexanone
NBM202,NabumetoneEPImpurityB,343272-51-5,(5RS)-5-(6-methoxynaphthalen-2-yl)-3-methylcyclohex-2-enone
NBM203,NabumetoneEPImpurityC,65726-24-1,(2RS)-4-(6-methoxynaphthalen-2-yl)butan-2-ol
NBM204,NabumetoneEPImpurityD,127053-22-9,USP RelatedCompoundA;DehydroNabumetone
NBM206,NabumetoneEPImpurityF,29619-45-2,"6,6'-dimethoxy-2,2'-binaphthalenyl"
NBM401,NabumetoneImpurity1,218768-11-7,(3Z)-4-Hydroxy-4-(6-methoxy-2-naphthalenyl)-3-buten-2-one Naproxen
NPR100,Naproxen,22204-53-1,(S)-6-Methoxy-α-methyl-2-naphthaleneaceticAcid;Diocodal ;d-2-(6-Methoxy-2-naphthyl)propionicAcid
NPR205,NaproxenEPImpurityE,26159-35-3,Methyl(2S)-2-(6-methoxynaphthalen-2-yl)propanoate
NPR212,NaproxenEPImpurityL,3900-45-6,1-(6-methoxynaphthalen-2-yl)ethan-1-one
NPR214,NaproxenEPImpurityN,5111-65-9,2-Bromo-6-methoxynaphthalene
NPR215,NaproxenEPImpurityO,2471-70-7,NaproxenUSP RelatedCompoundA;NaproxenCarboxylicImpurity;6-Methoxy-2-naphthoicacid Nateglinide
NTG100,Nateglinide,105816-04-4,
NTG206,(2R)-2-({[trans-4-(1-methylethyl)cyclohexyl]carbonyl}amino)-3-phenylpropanoic acid,944746-48-9,NATEGLINIDEIMPURITY-F
NTG207,NTG206 944746-48-9 NATEGLINIDEIMPURITY-F,187728-85-4,Nateglinideethylester NTG401 105746-45- 0 NateglinideImpurity1 Nebivolol Page52
NBV100,Nebivololhydrochloride,152520-56-4,"α,α’-[Iminobis(methylene)]bis[6-fluoro-3,4-dihydro-2H-1-benzopyran-2-methanol];α,α’- (Iminodimethylene)bis[6-fluoro-2-chromanmethanol]Hydrochloride"
NBV401,N-FormylNebivolol,NA,
NBV402,"N,N-bis(2-(6-fluorochroman-2-yl)-2-hydroxyethyl)formamide",1391051-68-5,"N,N-bis(2-(6-fluorochroman-2-yl)-2-hydroxyethyl)nitrousamide"
NFP100,Nefopam,13669-70-0,"3,4,5,6-Tetrahydro-5-methyl-1-phenyl-1H-2,5-benzoxazocine"
NFP401,NefopamImpurity1,85-52-9,2-Benzoylbenzoicacid
NFP402,"Nefamide,NefopamImpurity2",24833-47-4,2-Benzoyl-N-(2-hydroxyethyl)-N-methylbenzamide
NFP403,"NefopamImpurityA,NefopamImpurity3",60725-36-2,2-((2-(Hydroxy(phenyl)methyl)benzyl)(methyl)amino)ethan-1-ol Nicorandil
NCR100,Nicorandil,65141-46-0,2-[(Pyridin-3-ylcarbonyl)amino]ethylnitrate
NCR201,NicorandilEPImpurityA,65141-47-1,2-(isonicotinamido)ethylnitrate;2-[(pyridin-4-ylcarbonyl)amino]ethylnitrate
NFD201,NifedipineEPimpurityA,67035-22-7,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)pyridine-3,5-dicarboxylate(nitrophenylpyridineanalogue) Nifedipine"
NFD100,Nifedipine,21829-25-4,"3,5-dimethyl2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"
NFD202,NifedipineEPimpurityB,50428-14-3,"Nifedipine nitrosophenylpyridine analog ; Dimethyl 4-(2-nitrosophenyl)-2,6-dimethylpyridine-3,5- dicarboxylate"
NFD203,NifedipineEPimpurityC,111304-31-5,methyl2-(2-nitrobenzylidene)-3-oxobutanoate
OCT100,Octenidinedihydrochloride,70775-75-6,"/71251-02-0 N,N′-(decane-1,10-diyldi-1(4H)-pyridyl-4-ylidene)bis(octylammonium)dichloride Olanzapine"
OLN100,Olanzapine,132539-06-1,"2-Methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine"
OLN201,OlanzapineEPImpurityA,138564-59-7,Olanzapine USPRCA; 5-methyl-2-((2-nitrophenyl)amino)thiophene-3-carbonitrile Page53
OLN401,OlanzapineAminoImpurity,873895-41-1,2-(2-Aminoanilino)-5-methylthiophene-3-carbonitrile
OLN402,2-Amino-5-methyl-3-thiophenecarbonitrile,138564-58-6,2-Amino-5-methyl-3-thiophenecarbonitrile Olmesartan
OLM100,OlmesartanMedoxomil,144689-63-4,"(5-Methyl-2-oxo-2H-1,3-dioxol-4-yl)methyl4-(2-hydroxypropan-2-yl)-2-propyl-1-({4-[2-(2H-1,2,3,4-tetrazol-5- yl)phenyl]phenyl}methyl)-1H-imidazole-5-carboxylate"
OLM201,OlmesartanEPImpurityA,144689-24-7,OlmesartanAcid
OLM202,OlmesartanEPImpurityB,849206-43-5,OlmesartanUSPRCA;Olmesartangama-Lactone;OlmesartanLactone
OLM203,OlmesartanEPImpurityC,879562-26-2,DehydroOlmesartanMedoxomil;AnhydroOlmesartanMedoxomil;OlmesartanMedoxomilOlefinicImpurity(U SP)
OLM204,OlmesartanEPImpurityD,1020157-01-0,N2-TritylOlmesartanMedoxomil
OLM401,OlmesartanEthylEster,144689-23-6,"4-(2-Hydroxypropan-2-yl)-2-propyl-1-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1H-imidazole-5- carboxylic acid ethyl ester"
OLM402,OlmesartanImidazoleDiacidImpurity,58954-23-7,"2-Propyl-1H-imidazole-4,5-dicarboxylicacid"
OLM403,OlmesartanImidazoleDiethylEsterImpurity,144689-94-1,"2-Propyl-1H-imidazole-4,5-dicarboxylicaciddiethylester"
OLM404,OlmesartanImidazoleEthylEsterImpurity,144689-93-0,Ethyl4-(1-hydroxy-1-methylethyl)-2-propyl-imidazole-5-carboxylate
OLM405,OlmesartanMedoxomilMethylEther,896419-17-3,
OLM406,Olmesartan MedoxomilO-MethylAnalog,NA,OlmesartanMethylEtherwithTrityl
OLM407,OlmesartanMethylKetone,1227626-45-0,OlmesartanAcetylAnalog
OLM408,OlmesartanAnhydroAcid,172875-98-8,"OlmesartanMethylvinylAcid;OlmesartanOlefinicAcid,OlmesartanDehydro"
OLM409,OlmesartanAnhydroAcidEthyl Ester,172875-87-5,OlmesartanOlefinicAcidEthylEster
OLM410,OlmesartanMedoxomilEthylMethyl Analog,1378863-74-1,"4-(1-Hydroxy-1-methylpropyl)-2-propyl-1-[[2’-(2H-tetrazol-5-yl)[1,1’-biphenyl]-4-yl]methyl]-1H-imidazole-5- carboxylicAcid(5-Methyl-2-oxo-1,3-dioxol-4-yl)methyl Ester"
OLM411,OlmesartanImpurity(N-(Triphenylmethyl),124750-51-2,"1H-Tetrazole,5-[4'-(bromomethyl)[1,1'-biphenyl]-2-yl]-1-(triphenylmethyl) Page54"
OLM412,N1-TritylOlmesartanMedoxomil,144690-92-6,"4-(1-Hydroxy-1-methylethyl)-2-propyl-1-[[2’-[1-(triphenylmethyl)-1H-tetrazol-5-yl][1,1’-biphenyl]-4-yl]methyl]- 1H-Imidazole-5-carboxylic Acid (5-Methyl-2-oxo-1,3-dioxol-4-yl)Methyl Ester OlmesartanEthyl EsterTrityl Impurity"
OLM413,"1H-Imidazole-5-carboxylic acid, 4-(1-hydroxy-1-methylethyl)-2-propyl-1-[[2'-[1-(triphenylmethyl)-1H-tetrazol-",144690-33-5,"5-yl][1,1'-biphenyl]-4-yl]methyl]-,ethylester'Ethyl4-(1-hydroxy-1-methylethyl)-2-propyl-1-[4-[2- (trityltetrazol-5-yl)phenyl]phenyl]methylimidazole-5-carboxylateTritylolmesartan ethyl ester"
OLM1414,OlmesartanMedoxomilImpurity5,80841-78-7,"(5-Methyl-2-oxo-1,3-dioxol-4-yl)methylChloride;4-Chloromethyl-5-methyl-2-oxo-1,3-dioxole"
OLM415,OlmesartanImpurity3,172875-53-5,ethyl4-(2-hydroxybutan-2-yl)-2-propyl-1H-imidazole-5-carboxylate
OLM416,OlmesartanImpurity4,1443544-27-1,"4,5-bis(chloromethyl)-1,3-dioxol-2-one"
OLM417,OlmesartanImpurity6,144690-07-3,ethyl4-acetyl-2-propyl-1H-imidazole-5-carboxylate
OLM418,OlmesartanImpurity7,157356-73-5,ethyl4-(prop-1-en-2-yl)-2-propyl-1H-imidazole-5-carboxylate OlmesartanDimerEster
OLM419,"4-(1-Hydroxy-1-methylethyl)-2-propyl-1-[[2'-(2H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]-1H-imidazole-5-",1040250-19-8,"carboxylic acid1-[5-carboxy-2-propyl-1-[[2'-(2H-tetrazol-5-yl) [1,1'-biphenyl]-4-yl]methyl]-1H-imidazol-4-yl]-1- methylethylester"
OLP303,OLOPATADINERELATEDCOMPOUNDC,55453-87-7,"2-(11-Oxo-6,11-dihydrodibenzo[b,e]oxepin-2-yl)aceticacid, Omeprazole"
OMP100,Omeprazole,510-70-6,"(Nasalt)&73590-58 Sodium 5-methoxy-2-[(RS)-[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl] sulphinyl]-1H- benzimidazolemonohydrate"
OMP201,OmeprazoleEPImpurityA,37052-78-1,EsomeprazoleEP ImpurityA;5-Methoxy-1H-benzimidazole-2-thiol
OMP203,OmeprazoleEPImpurityC,73590-85-9,EsomeprazoleEPImpurityC;OmeprazoleSulfide
OMP204,OmeprazoleEPImpurityD,88546-55-8,"Omeprazolesulphone;EsomeprazoleUSP RelatedCompoundAOmeprazoleRelatedCompoundA,"
OMP205,OmeprazoleEPImpurityE,176219-04-8,"OmeprazoleUSPRCE;EsomeprazoleEPImpurityE;OmeprazoleN-Oxide OmeprazoleImpurityFandG Mixture OMP206-207 125656-82-8/125656-83-9 8(9)-Methoxy-1,3-dimethyl-12-thioxopyrido[1’,2’:3,4]imidazo[1,2-a]benzimidazol-2-(12H)-one(Mixtureof Regioisomers);OmeprazoleRelatedCompound F&G (US"
OMP209,OmeprazoleEPImpurityI,158812-85-2,OmeprazoleUSPRCI
OMP401,OmeprazoleEPImpurity1,86604-75-3,"2-Chloromethyl-3,5-dimethyl-4-methoxypyridineHCl Page55"
OMP402,OmeprazoleEPImpurity2,89352-76-1,Mixtureof N-Methyl 5-Methoxy&N-Methyl 6-MethoxyAnalog Ondansetron
OND100,OndansetronHydrocloride,103639-04-9,"9-methyl-3-((2-methyl-1H-imidazol-1-yl)methyl)-1,2,3,9-tetrahydro -4H-carbazol-4-one hydrochloridedihydrate OndansetronEPImpurityA 153139-56-1/ OND201 Ondansetron Related Compound A,3-((dimethylamino)methyl)-9-methyl-1,2,3,9-tetrahydro-4H-carbazol-4- 119812-29-2 one"
OND203,OndansetronEPImpurityC,27387-31-1,"OndansetronRelatedCompoundC, 9-methyl-1,2,3,9-tetrahydro-4H-carbazol-4-one"
OND204,OndansetronEPImpurityD,99614-64-9,"RelatedcompoundD,9-methyl-3-methylene-1,2,3,9-tetrahydro-4H-carbazol-4-one OND 288-32-4 OndansetronEPImpurityE"
OND206,OndansetronEPImpurityF,693-98-1,2-methyl-1H-imidazole
OND207,OndansetronEPImpurityG,99614-03-6,"3-((1H-imidazol-1-yl)methyl)-9-methyl-1,2,3,9-tetrahydro-4H-carbazol-4-one"
OND208,OndansetronEPImpurityH,99614-14-9,"3-((2-methyl-1H-imidazol-1-yl)methyl)-1,2,3,9-tetrahydro-4H-carbazol-4-one"
OCP100,OXACEPROL,33996-33-7,"(2S,4R)-1-acetyl-4-hydroxypyrrolidine-2-carboxylicacid Oxcarbazepine"
OXC100,Oxcarbazepine,28721-07-5,"10-oxo-10,11-dihydro-5H-dibenzo[b,f]azepine-5-carboxamide"
OXC201,OxcarbazepineEPImpurityA,298-46-4,"5H-dibenzo[b,f]azepine-5-carboxamide"
OXC203,OxcarbazepineEPImpurityC,21737-58-6,"OxcarbazepineRelated CompoundE; 5,11-dihydro-10H-dibenzo[b,f]azepin-10-one"
OXC205,OxcarbazepineEPImpurityE,256-96-2,"5H-dibenzo[b,f]azepine,Iminostilbene Oxybendazole"
OXY100,Oxybendazole,20559-55-1,(5-Propoxy-1H-benzimidazol-2-yl)carbamicAcidMethylEster Ozanimod
OZN100,Ozanimod,1306760-87-1,"(S)-5-(3-(1-((2-hydroxyethyl)amino)-2,3-dihydro-1H-inden-4-yl)-1,2,4-oxadiazol-5-yl)-2- isopropoxybenzonitrileHydrochloride Page56"
OZN401,OzanimodKetoneImpurity,2251699-84-8,"2-Isopropoxy-5-(3-(1-oxo-2,3-dihydro-1H-inden-4-yl)-1,2,4-oxadiazol-5-yl)benzonitrile"
OZN402,OzanimodAlcoholImpurity,1201447-05-3,"5-(3-(1-hydroxy-2,3-dihydro-1H-inden-4-yl)-1,2,4-oxadiazol-5-yl)-2-isopropoxybenzonitrile OzanimodR Isomer OZN403 (R)-5-(3-(1-((2-hydroxyethyl)amino)-2,3-dihydro-1H-inden-4-yl)-1,2,4-oxadiazol-5-yl)-2- isopropoxybenzonitrilehydrochloride OzanimodImpurity1 OZN501 tert-butyl(1R)-4-(5-(3-cyano-4-isopropoxyphenyl)-1,2,4-oxadiazol-3-yl)-2,3-dihydro-1H-inden-1-ylcarbamate Pantoprazole"
PNT100,Pantoprazole,102625-70-7,"5-(difluoromethoxy)-2-(((3,4-dimethoxypyridin-2-yl)methyl)sulfinyl)-1H-benzo[d]imidazole"
PNT201,PantoprazoleEPImpurityA,127780-16-9,"Pantoprazole Related Compound A ; 6-(difluoromethoxy)-2-(((3,4-dimethoxypyridin-2-yl)methyl)sulfonyl)-1H- benzo[d]imidazole"
PNT202,PantoprazoleEPImpurityB,102625-64-9,"Pantoprazole Related Compound B ; 5-(difluoromethoxy)-2-(((3,4-dimethoxypyridin-2-yl)methyl)thio)-1H- benzo[d]imidazole"
PNT203,PantoprazoleEPImpurityC,97963-62-7,"Pantoprazole RelatedCompound C ; 5-(difluoromethoxy)-1H-benzo[d]imidazole-2-thiol PantoprazoleRelatedCompoundDandF PNT304-305 NA 5-(difluoromethoxy)-2-(((3,4-dimethoxypyridin-2-yl)methyl)sulfinyl)-1-methyl-1H-benzo[d]imidazole"
PNT401,PantoprazoleChloroImpurity,72830-09-2,
PNT402,"2-(chloromethyl)-3,4-dimethoxypyridinehydrochloride",953787-60-5,"2-(((6-(difluoromethoxy)-1H-benzo[d]imidazol-2-yl)sulfinyl)methyl)-3,4-dimethoxypyridine1-oxide"
PNT403,PantoprazoleSulfoneN-Oxide,953787-55-8,"2-(((5-(difluoromethoxy)-1H-benzo[d]imidazol-2-yl)sulfonyl)methyl)-3,4-dimethoxypyridine1-oxide Papaverine"
PVR100,Papaverinehydrochloride,61-25-6,"1-(3,4-Dimethoxybenzyl)-6,7-dimethoxyisoquinolinehydrochloride"
PRB100,Methylparaben,99-76-3,methyl 4-hydroxybenzoate
PRB401,ButylparabenImpurityE,4247-02-3,isobutyl4-hydroxybenzoate
PRB402,Propylparaben,94-13-3,propyl 4-hydroxybenzoate Paracetamol
PRC100,Paracetamol,103-90-2,N-(4-hydroxyphenyl)acetamide Page57
PRC201,ParacetamolEPImpurityA,614-80-2,"AcetaminophenRelatedCompound C,N-(2-hydroxyphenyl)acetamide"
PRC202,ParacetamolEPImpurityB,1693-37-4,"AcetaminophenRelatedCompound B,N-(4-hydroxyphenyl)propionamide"
PRC203,ParacetamolEPImpurityC,3964-54-3,N-(3-chloro-4-hydroxyphenyl)acetamide
PRC204,ParacetamolEPImpurityD,103-84-4,"AcetaminophenRelatedCompound D,N-phenylacetamide"
PRC205,ParacetamolEPImpurityE,99-93-4,1-(4-hydroxyphenyl)ethanone
PRC206,ParacetamolEPImpurityF,100-02-7,4-nitrophenol
PRC207,ParacetamolEPImpurityG,198712-64-0,(E)-1-(4-hydroxyphenyl)ethanoneoxime
PRC208,ParacetamolEPImpurityH,2623-33-8,4-acetamidophenylacetate
PRC209,ParacetamolEPImpurityI,118-93-4,1-(2-hydroxyphenyl)ethan-1-one
PRC210,ParacetamolEPImpurityJ,539-03-7,"AcetaminophenRelatedCompound J, N-(4-chlorophenyl)acetamide"
PRC211,ParacetamolEPImpurityK,123-30-8,4-aminophenol Parbendazole
PRN100,Parbendazole,14255-87-9,"Methyl(5-butyl-1H-benzoimidazol-2-yl)carbamate,Methyl5(6)-butyl-2-benzimidazolecarbamate"
PNC100,Penicillin,87-08-1,"PenicillinV,Phenoxymethylpenicillinicacid"
PNC202,PhenoxymethylpenicillinEPImpurityB,122-59-8,Glycolicacidphenylether;2-phenoxyaceticacid
PNC401,6-AminopenicillanicAcid,551-16-6,"(2S,5R,6R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane- 2-carboxylicacid Pheniramine"
PHR100,PheniramineMaleate,132-20-7,"N,N-Dimethyl-3-phenyl-3-(pyridin-2-yl)propan-1-aminemaleate"
PHR401,PheniramineImpurity1,NA,2-phenyl-4-(dimethylamino)-2-(pyridin-2-yl)butanenitrile
PHR402,PheniramineImpurity2,5005-36-7,phenyl(pyridin-2-yl)acetonitrile Phenylephrine
PHN100,Phenylephrine HCl,61-76-7,(αR)-3-Hydroxy-α-[(methylamino)methyl]benzenemethanolHydrochloride
PHN203,PhenylephrineEPImpurityC,52093-42-2,/94240-17-2 PhenylephrineUSP RelatedCompound C;1-(3-hydroxyphenyl)-2-(methylamino)ethanone;phenylephrone Page58
PHN204,PhenylephrineEPImpurityD,1367567-95-0,/71786-67-9 Phenylephrine USP Related Compound D ; (1R)-2-(benzylmethylamino)-1-(3-hydroxyphenyl)ethanol ;benzylphenylephrine
PHN205,PhenylephrineEPImpurityE,56917-44-3,Phenylephrine Related Compound E ; 2-(benzylmethylamino)-1-(3-hydroxyphenyl)ethanone ;benzylphenylephrone
PHN401,Norphenylephrine,4779-94-6,"DL-NorphenylephrineHydrochloride,PHENYLEPHRINEHClIMPURITYA Phenytoin"
PHY100,PhenytoinSodium,630-93-3,"5,5-diphenylimidazolidine-2,4-dione Pioglitazone"
PGL100,Pioglitazonehydrochloride,112529-15-4,"(RS)-5-(4-[2-(5-Ethylpyridin-2-yl)ethoxy]benzyl)thiazolidine-2,4-dionehydrochloride"
PGL201,PioglitazoneEPimpurityA,625853-74-9,5-HydroxyPioglitazoneImpurity;Pioglitazone5-HydroxyMetabolite
PGL202,PioglitazoneEPimpurityB,136401-69-9,"/144809-28-9 DidehydroPioglitazoneImpurity;5-{4-[2-(5-Ethyl-2-pyridinyl)ethoxy]benzylidene}-2,4-thiazolidinedione"
PGL203,PioglitazoneEPimpurityC,952188-00-0,PioglitazoneUSPRCC;N-AlkylPioglitazone
PGL401,PioglitazoneAldehydeImpurity,114393-97-4,PioglitazoneBenzaldehydeImpurity
PGL402,PioglitazoneM1 Metabolite,74772-78-4,"5-(4-Hydroxybenzyl)-1,3-thiazolidine-2,4-dione"
PGL403,PioglitazoneN-Oxide,145350-09-0,"5-[[4-[2-(5-Ethyl-2-pyridinyl]ethoxy]phenyl]methyl]-2,4-thiazolidinedioneN-oxide"
PGL404,Pioglitazoneimpurity1,2295-31-0,"thiazolidine-2,4-dione"
PGL405,Pioglitazoneimpurity2,5223-06-3,2-(5-Ethylpyridin-2-yl)ethanol
PGL406,Pioglitazoneimpurity,103788-60-9,"5-(4-Hydroxybenzylidene)thiazolidine-2,4-dione Pirfenidone"
PRF100,Pirfenidone,53179-13-8,5-methyl-1-phenylpyridin-2(1H)-one
PRF201,PirfenidoneEPImpurityA,1603-41-4,5-methylpyridin-2-amine
PRF202,PirfenidoneEPImpurityB,1003-68-5,5-methylpyridin-2(1H)-one
PRF203,PirfenidoneEPImpurityC,108-95-2,phenol
PRF204,PirfenidoneEPImpurityD,108-86-1,Bromobenzene Piroxicam Page59
PRX100,Piroxicam,36322-90-4,"4-hydroxy-2-methyl-N-(pyridin-2-yl)-2H-benzo[e][1,2]thiazine-3-carboxamide1,1-dioxide"
PRX201,PiroxicamEPImpurityA,504-29-0,"pyridin-2-amine,PiroxicamRelatedCompoundA"
PRX204,PiroxicamEPImpurityD,6639-62-9,"Methyl(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)acetate,Piroxicam RelatedCompoundD"
PRX205,PiroxicamEPImpurityE,24683-20-3,"Ethyl(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)acetate"
PRX206,PiroxicamEPImpurityF,76508-37-7,"1-Methylethyl(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)acetate"
PRX207,PiroxicamEPImpurityG,35511-14-9,"Methyl 4-hydroxy-2H-1,2-benzothiazine-3-carboxylate1,1-dioxide,Piroxicame RelatedCompound G"
PRX210,PiroxicamEPImpurityJ,35511-15-0,"Methyl 4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylate 1,1-dioxide, Piroxicame Related CompoundJ"
PRX211,PiroxicamEPImpurityK,24683-26-9,"Ethyl4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylate1,1-dioxide"
PRX212,PiroxicamEPImpurityL,118854-48-1,"1-methylethyl4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylate1,1-dioxide Pramipexole PRM100 Pramipexole"
PRM401,(R)-N-DespropylPramipexole,106092-11-9,"(R)-4,5,6,7-Tetrahydro-benzothiazole-2,6-diamine Prasugrel"
PRS100,Prasugrel Hydrochloride,389574-19-0,"5-(2-cyclopropyl-1-(2-fluorophenyl)-2-oxoethyl)-4,5,6,7-tetrahydrothieno[3,2-c]pyridin-2- ylacetatehydrochloride"
PRS204,PrasugrelEPImpurityD,150322-38-6,PrasugrelThiolactone;PrasugrelUSPRelatedCompoundD
PRS207,PrasugrelEPImpurityG,1391054-37-7,"PrasugrelDiketone ;1-cyclopropyl-2-(2-fluorophenyl)ethane-1,2-dione"
PRS209,PrasugrelEPImpurityI,150322-73-9,1-cyclopropyl-2-(2-fluorophenyl)ethan-1-one
PRS401,PrasugrelHClDesacetyloxyImpurity,201049-78-7,"1-cyclopropyl-2-(6,7-dihydrothieno[3,2-c]pyridin-5(4H)-yl)-2-(2-fluorophenyl)ethan-1-onehydrochloride"
PRS402,PrasugrelBromobutyrylImpurity,1373350-59-4,"5-(5-bromo-1-(2-fluorophenyl)-2-oxopentyl)-4,5,6,7-tetrahydrothieno[3,2-c]pyridin-2-ylacetate"
PRS403,PrasugrelHydroxyThiolactone,947502-66-1,"Desacetyl hydroxyprasugrel ; 5-(2-cyclopropyl-1-(2-fluorophenyl)-2-oxoethyl)-7a-hydroxy-5,6,7,7a- tetrahydrothieno[3,2-c]pyridin-2(4H)-one Page60"
PRS404,PrasugrelImpurity7,115473-15-9,"5,6,7,7a-tetrahydrothieno[3,2-c]pyridin-2(4H)-onehydrochloride"
PRS405,PrasugrelImpurity9,1100905-45-0,1-cyclopropyl-2-(2-fluorophenyl)-2-hydroxyethan-1-one
PRS406,PrasugrelImpurity12,204205-33-4,2-bromo-1-cyclopropyl-2-(2-fluorophenyl)ethan-1-one
PRS407,PrasugrelImpurityofKSM-ll,2091625-61-3,
PRS408,"2,2-dibromo-1-cyclopropyl-2-(2-fluorophenyl)ethanone",134770-09-5,BROMO(2-FLUROPHENYL)ACETICACID
PRD100,Prednisolone,50-24-8,Prednisolone Pregabalin
PRG100,Pregabalin,148553-50-8,(S)-3-(Aminomethyl)-5-methylhexanoic acid
PRG201,PregabalinEPImpurityA,181289-23-6,(4S)-4-(2-Methylpropyl)pyrrolidin-2-one
PRG202,PregabalinEPImpurityB,148553-51-9,USP PregabalinRelatedCompoundA;(R)-3-(aminomethyl)-5-methylhexanoicacid
PRG203,PregabalinEPImpurityC,90-64-2,"2-hydroxy-2-phenylaceticacid,(Mandelicacid)"
PRG204,PregabalinEPImpurityD,4118-51-8,1-Methylethyl(2RS)-2-hydroxy-2-phenylacetate
PRG401,PregabalinLactamImpurity,61312-87-6,"4-isobutylpyrrolidin-2-one,PregabalinrelatedcompoundC"
PRG402,PregabalinImpurity1/PregabalinImpurityB,75143-89-4,(3-IsobutylglutaricAcid);3-isobutylpentanedioicacid
PRG403,PregabalinImpurity2,181289-33-8,Isobutyl-glutamonoamide(R)-3-(2-amino-2-oxoethyl)-5-methylhexanoicacid
PRG404,PregabalinImpurity3,181289-15-6,3-(2-amino-2-oxoethyl)-5-methylhexanoicacid Progesterone PRT100 Progesterone PRT202 ProgesteroneEPImpurityB PRT203 ProgesteroneEPImpurityC Propofol
PFL100,Propofol,2078-54-8,"2,6-diisopropylphenol"
PFL203,PropofolEP ImpurityC,88-69-7,2-(1-methylethyl)phenol
PFL205,PropofolEP ImpurityE,2416-95-7,"3,3′,5,5′-tetrakis(1-methylethyl)biphenyl-4,4′-diol,PropofolUSPRelatedCompoundA Page61"
PFL206,PropofolEP ImpurityF,618-45-1,3-Isopropylphenol
PFL207,PropofolEP ImpurityG,141214-18-8,"2-(1-methylethoxy)-1,3-bis(1-methylethyl)benzene,PropofolUSPRelated CompoundC"
PFL208,PropofolEP ImpurityH,99-89-8,4-(1-methylethyl)phenol
PFL209,PropofolEP ImpurityI,101-84-8,oxydibenzene
PFL210,PropofolEP ImpurityJ,1988-11-0,"PropofolRelatedCompoundB,2,6-bis(1-methylethyl)benzene-1,4-dione"
PFL211,PropofolEP ImpurityK,14366-59-7,"Isopropyl2-IsopropylphenylEther,o-CumenylIsopropylEther"
PFL214,PropofolEP ImpurityN,13423-73-9,"4-hydroxy-3,5-bis(1-methylethyl)benzoicacid Propranolol"
PRP201,PropranololEPImpurityA/PropranololRelatedCompoundA,36112-95-5,"3-(naphthalen-1-yloxy)propane-1,2-diol"
PRP202,PropranololEPImpurityB/PropranololDimer,2172495-51-9,"/83314-78-7 3,3'-(isopropylazanediyl)bis(1-(naphthalen-1-yloxy)propan-2-ol)"
